filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
P-111_Int_346.wav,Where did they go?,Where did they go?,where did they go,where did they go,0.0,0.0
P-111_Int_357.wav,Who did you call?,Who did you call?,who did you call,who did you call,0.0,0.0
P-111_Int_364.wav,Where did he put the books?,Where did he put the books?,where did he put the books,where did he put the books,0.0,0.0
P-111_Int_372.wav,Did he not see them?,Did he not see them?,did he not see them,did he not see them,0.0,0.0
P-111_Neg_110.wav,I did not play today.,I did not play today.,i did not play today,i did not play today,0.0,0.0
P-111_Neg_117.wav,Nobody saw me.,Nobody saw me.,nobody saw me,nobody saw me,0.0,0.0
P-111_Neg_120.wav,None of the children came.,None of the children came.,none of the children came,none of the children came,0.0,0.0
P-111_Neg_121.wav,Not everyone passed.,Not everyone passed.,not everyone passed,not everyone passed,0.0,0.0
P-111_Neg_94b.wav,He (not here) is not a teacher.,He (not here) is not a teacher.,he not here is not a teacher,he not here is not a teacher,0.0,0.0
P-111_Neg_94c.wav,She (right here) is not a teacher.,She (right here) is not a teacher.,she right here is not a teacher,she right here is not a teacher,0.0,0.0
P-111_Neg_95.wav,There is no water in the river.,There is no water in the river.,there is no water in the river,there is no water in the river,0.0,0.0
P-111_Neg_97.wav,You may not go now.,You may not go now.,you may not go now,you may not go now,0.0,0.0
P-111_Neg_98.wav,We will not upset you.,We will not upset you.,we will not upset you,we will not upset you,0.0,0.0
P-111_Pas_438.wav,The food was cooked.,The food was cooked.,the food was cooked,the food was cooked,0.0,0.0
P-111_Pas_447.wav,The glass was broken by the child.,The glass was broken by the child.,the glass was broken by the child,the glass was broken by the child,0.0,0.0
P-111_Pas_463.wav,The vegetables are washed before cooking.,The vegetables are washed before cooking.,the vegetables are washed before cooking,the vegetables are washed before cooking,0.0,0.0
P-111_Pos_379.wav,He has a house in the village.,He has a house in the village.,he has a house in the village,he has a house in the village,0.0,0.0
P-111_Pos_382.wav,He has two brothers.,He has two brothers.,he has two brothers,he has two brothers,0.0,0.0
P-111_Pos_384.wav,They have no money.,They have no money.,they have no money,they have no money,0.0,0.0
P-111_Pos_389.wav,We have hope.,We have hope.,we have hope,we have hope,0.0,0.0
P-111_Pos_390.wav,They have a plan.,They have a plan.,they have a plan,they have a plan,0.0,0.0
P-111_Pos_402.wav,Her child has a toy.,Her child has a toy.,her child has a toy,her child has a toy,0.0,0.0
P-111_Pos_404.wav,I have work to do today.,I have work to do today.,i have work to do today,i have work to do today,0.0,0.0
P-111_Pro_245.wav,You are late.,You are late.,you are late,you are late,0.0,0.0
P-111_Pro_248.wav,They are playing.,They are playing.,they are playing,they are playing,0.0,0.0
P-111_Pro_263.wav,This belongs to her.,This belongs to her.,this belongs to her,this belongs to her,0.0,0.0
P-111_Pro_267.wav,Those are his shoes.,Those are his shoes.,those are his shoes,those are his shoes,0.0,0.0
P-111_Pro_269.wav,Go there.,Go there.,go there,go there,0.0,0.0
P-111_Pro_272.wav,They live near here.,They live near here.,they live near here,they live near here,0.0,0.0
P-111_Pro_274.wav,He came yesterday.,He came yesterday.,he came yesterday,he came yesterday,0.0,0.0
P-111_Ref_124.wav,I like myself.,I like myself.,i like myself,i like myself,0.0,0.0
P-111_Ref_133.wav,We met each other.,We met each other.,we met each other,we met each other,0.0,0.0
P-111_Ref_139.wav,The cat cleaned itself.,The cat cleaned itself.,the cat cleaned itself,the cat cleaned itself,0.0,0.0
P-111_Ref_142.wav,They prepared themselves for the exam.,They prepared themselves for the exam.,they prepared themselves for the exam,they prepared themselves for the exam,0.0,0.0
P-111_Ref_147.wav,She protected herself from the cold.,She protected herself from the cold.,she protected herself from the cold,she protected herself from the cold,0.0,0.0
P-111_Ref_149.wav,We listened to each other carefully.,We listened to each other carefully.,we listened to each other carefully,we listened to each other carefully,0.0,0.0
P-111_Simple_19.wav,"If it rains a lot, the plants will grow better.","If it rains a lot, the plants will grow better.",if it rains a lot the plants will grow better,if it rains a lot the plants will grow better,0.0,0.0
P-111_Simple_21a.wav,She (right here) wanted to sleep early.,She (right here) wanted to sleep early.,she right here wanted to sleep early,she right here wanted to sleep early,0.0,0.0
P-111_Simple_21b.wav,She (not here) wanted to sleep early.,She (not here) wanted to sleep early.,she not here wanted to sleep early,she not here wanted to sleep early,0.0,0.0
P-111_Simple_23b.wav,They (not here) are eating because they are hungry.,They (not here) are eating because they are hungry.,they not here are eating because they are hungry,they not here are eating because they are hungry,0.0,0.0
P-111_Simple_28.wav,We waited until the bus arrived.,We waited until the bus arrived.,we waited until the bus arrived,we waited until the bus arrived,0.0,0.0
P-111_Simple_4.wav,I am Ali.,I am Ali.,i am ali,i am ali,0.0,0.0
P-111_Simple_5b.wav,Her (not here) name is Fatima.,Her (not here) name is Fatima.,her not here name is fatima,her not here name is fatima,0.0,0.0
P-111_Simple_7a.wav,She (right here) saw a man.,She (right here) saw a man.,she right here saw a man,she right here saw a man,0.0,0.0
P-111_TAM_79.wav,She will walk home after sunset.,She will walk home after sunset.,she will walk home after sunset,she will walk home after sunset,0.0,0.0
P-111_TAM_80.wav,They are not walking today.,They are not walking today.,they are not walking today,they are not walking today,0.0,0.0
P-111_TAM_86.wav,We used to walk together every evening.,We used to walk together every evening.,we used to walk together every evening,we used to walk together every evening,0.0,0.0
P-111_TAM_87.wav,She has already walked to the village.,She has already walked to the village.,she has already walked to the village,she has already walked to the village,0.0,0.0
P-111_TAM_91.wav,"If it rains, we will walk later.","If it rains, we will walk later.",if it rains we will walk later,if it rains we will walk later,0.0,0.0
P-111_Val_286.wav,He broke the pot.,He broke the pot.,he broke the pot,he broke the pot,0.0,0.0
P-111_Val_291.wav,The leaves fell.,The leaves fell.,the leaves fell,the leaves fell,0.0,0.0
P-111_Val_297.wav,He went.,He went.,he went,he went,0.0,0.0
P-111_Val_303.wav,The boy slept.,The boy slept.,the boy slept,the boy slept,0.0,0.0
P-111_Val_307.wav,He swam.,He swam.,he swam,he swam,0.0,0.0
P-111_Val_310.wav,The teacher spoke to the class.,The teacher spoke to the class.,the teacher spoke to the class,the teacher spoke to the class,0.0,0.0
P-116_Ref_125.wav,We saw ourselves in the mirror.,We saw ourselves in the mirror.,we saw ourselves in the mirror,we saw ourselves in the mirror,0.0,0.0
P-116_Ref_129.wav,Who praises himself?,Who praises himself?,who praises himself,who praises himself,0.0,0.0
P-116_Simple_1.wav,I like mangoes.,I like mangoes.,i like mangoes,i like mangoes,0.0,0.0
P-116_Simple_12a.wav,He (right here) saw that they are playing with a stone.,He (right here) saw that they are playing with a stone.,he right here saw that they are playing with a stone,he right here saw that they are playing with a stone,0.0,0.0
P-116_Simple_12b.wav,He (not here) saw that they are playing with a stone.,He (not here) saw that they are playing with a stone.,he not here saw that they are playing with a stone,he not here saw that they are playing with a stone,0.0,0.0
P-116_Simple_5a.wav,Her (right here) name is Fatima.,Her (right here) name is Fatima.,her right here name is fatima,her right here name is fatima,0.0,0.0
P-116_Simple_8b.wav,He (not here) met a new teacher at school.,He (not here) met a new teacher at school.,he not here met a new teacher at school,he not here met a new teacher at school,0.0,0.0
P-118_Adp_407.wav,She is in the room.,She is in the room.,she is in the room,she is in the room,0.0,0.0
P-118_Adp_424.wav,She arrived from the city.,She arrived from the city.,she arrived from the city,she arrived from the city,0.0,0.0
P-118_Adp_426.wav,He cut the fruit with a knife.,He cut the fruit with a knife.,he cut the fruit with a knife,he cut the fruit with a knife,0.0,0.0
P-118_Adp_427.wav,She swept the floor with a broom.,She swept the floor with a broom.,she swept the floor with a broom,she swept the floor with a broom,0.0,0.0
P-118_Adp_428.wav,They built the wall with stones.,They built the wall with stones.,they built the wall with stones,they built the wall with stones,0.0,0.0
P-118_Case_32.wav,She (right here) hit the bear.,She (right here) hit the bear.,she right here hit the bear,she right here hit the bear,0.0,0.0
P-118_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,father bought a toy for his son,father bought a toy for his son,0.0,0.0
P-118_Case_41.wav,He is working only for his family.,He is working only for his family.,he is working only for his family,he is working only for his family,0.0,0.0
P-118_Case_49.wav,She broke the nut with a stone.,She broke the nut with a stone.,she broke the nut with a stone,she broke the nut with a stone,0.0,0.0
P-118_Case_52.wav,Fatima lives in Pakistan.,Fatima lives in Pakistan.,fatima lives in pakistan,fatima lives in pakistan,0.0,0.0
P-118_Case_53.wav,Leaves are falling down from the tree.,Leaves are falling down from the tree.,leaves are falling down from the tree,leaves are falling down from the tree,0.0,0.0
P-118_Case_57.wav,Last year it had rained in October.,Last year it had rained in October.,last year it had rained in october,last year it had rained in october,0.0,0.0
P-118_Case_59.wav,I will play with my brother.,I will play with my brother.,i will play with my brother,i will play with my brother,0.0,0.0
P-118_Case_62.wav,He cut the meat with a knife.,He cut the meat with a knife.,he cut the meat with a knife,he cut the meat with a knife,0.0,0.0
P-118_Case_63.wav,The children came from the river.,The children came from the river.,the children came from the river,the children came from the river,0.0,0.0
P-118_Case_64.wav,She cooked food for her brother.,She cooked food for her brother.,she cooked food for her brother,she cooked food for her brother,0.0,0.0
P-118_Cau_329.wav,She made him wash the dishes.,She made him take the step.,she made him wash the dishes,she made him take the step,33.33,25.0
P-118_Cau_337.wav,The doctor made me take medicine.,The bear did not eat anything.,the doctor made me take medicine,the bear did not eat anything,83.33,62.5
P-118_Cau_344.wav,The teacher made them read the story again.,The teacher made them read the story again.,the teacher made them read the story again,the teacher made them read the story again,0.0,0.0
P-118_Cls_185.wav,People have gathered here.,People have gathered here.,people have gathered here,people have gathered here,0.0,0.0
P-118_Cls_186.wav,Dogs are barking.,Dogs are barking.,dogs are barking,dogs are barking,0.0,0.0
P-118_Cls_188.wav,This is a wooden door.,This is a wooden door.,this is a wooden door,this is a wooden door,0.0,0.0
P-118_Cls_189.wav,We need an electric wire.,We need an electric wire.,we need an electric wire,we need an electric wire,0.0,0.0
P-118_Cls_190.wav,This log of wood is thick.,This log of wood is thick.,this log of wood is thick,this log of wood is thick,0.0,0.0
P-118_Cls_199.wav,There are two books on the table.,There are two books on the table.,there are two books on the table,there are two books on the table,0.0,0.0
P-118_Cls_206.wav,Bring two cups of water.,Bring two cups of water.,bring two cups of water,bring two cups of water,0.0,0.0
P-118_Cls_207.wav,He bought three pieces of cloth.,He bought three pieces of cloth.,he bought three pieces of cloth,he bought three pieces of cloth,0.0,0.0
P-118_ECV_154.wav,She has gone outside the house.,She has gone outside the house.,she has gone outside the house,she has gone outside the house,0.0,0.0
P-118_ECV_155.wav,He broke the car.,He broke the car.,he broke the car,he broke the car,0.0,0.0
P-118_ECV_160.wav,He cleaned up the room.,He cleaned up the room.,he cleaned up the room,he cleaned up the room,0.0,0.0
P-118_ECV_163.wav,Go and see.,Go and see.,go and see,go and see,0.0,0.0
P-118_ECV_166.wav,"Having eaten this food, he went to sleep.",Having this food made him sleepy.,having eaten this food he went to sleep,having this food made him sleepy,62.5,41.03
P-118_ECV_179.wav,They sat together and talked for a long time.,They sat together and talked for a long time.,they sat together and talked for a long time,they sat together and talked for a long time,0.0,0.0
P-118_ECV_183.wav,"After finishing the meeting, we went home.","After finishing the meeting, we went home.",after finishing the meeting we went home,after finishing the meeting we went home,0.0,0.0
P-118_Imp_469.wav,Stand up.,Stand up.,stand up,stand up,0.0,0.0
P-118_Imp_470.wav,Listen to me.,Listen to me.,listen to me,listen to me,0.0,0.0
