filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
P-085_ECV_174.wav,They shouted and clapped.,They shouted and clapped.,they shouted and clapped,they shouted and clapped,0.0,0.0
P-085_Pro_261.wav,She cut it with a knife.,She cut it with a knife.,she cut it with a knife,she cut it with a knife,0.0,0.0
P-085_Pro_278.wav,They already left.,They already left.,they already left,they already left,0.0,0.0
P-085_Pro_279.wav,Tomorrow we will go.,Tomorrow we will go.,tomorrow we will go,tomorrow we will go,0.0,0.0
P-087_Case_31.wav,He (not here) kicked the ball.,He (not here) kicked the ball.,he not here kicked the ball,he not here kicked the ball,0.0,0.0
P-087_Case_36.wav,They (not here) love us.,They (not here) love us.,they not here love us,they not here love us,0.0,0.0
P-087_Case_41.wav,He is working only for his family.,He is working only for his family.,he is working only for his family,he is working only for his family,0.0,0.0
P-087_Case_42.wav,Give ten rupees to each one of them.,Give ten rupees to each one of them.,give ten rupees to each one of them,give ten rupees to each one of them,0.0,0.0
P-087_Case_57.wav,Last year it had rained in October.,Last year it had rained in October.,last year it had rained in october,last year it had rained in october,0.0,0.0
P-087_Case_63.wav,The children came from the river.,The children came from the river.,the children came from the river,the children came from the river,0.0,0.0
P-087_Neg_103.wav,I had not eaten yet.,I had not eaten yet.,i had not eaten yet,i had not eaten yet,0.0,0.0
P-087_Neg_108.wav,Do not enter.,Do not enter.,do not enter,do not enter,0.0,0.0
P-087_Neg_109.wav,I have no money.,I have no money.,i have no money,i have no money,0.0,0.0
P-087_Neg_115.wav,I don’t see her anymore.,I don’t see her anymore.,i don’t see her anymore,i don’t see her anymore,0.0,0.0
P-087_Neg_121.wav,Not everyone passed.,Not everyone passed.,not everyone passed,not everyone passed,0.0,0.0
P-087_Neg_94c.wav,She (right here) is not a teacher.,She (right here) is not a teacher.,she right here is not a teacher,she right here is not a teacher,0.0,0.0
P-087_Neg_96.wav,He cannot sing.,He cannot sing.,he cannot sing,he cannot sing,0.0,0.0
P-087_Ref_126.wav,You cooked rice yourself.,You cooked rice yourself.,you cooked rice yourself,you cooked rice yourself,0.0,0.0
P-087_Ref_127.wav,Maryam bought a dress for herself.,The girl was dressed well.,maryam bought a dress for herself,the girl was dressed well,100.0,69.7
P-087_Ref_136.wav,He hurt himself while running.,He hurt himself while running.,he hurt himself while running,he hurt himself while running,0.0,0.0
P-087_Ref_137.wav,They defended themselves in court.,They are under court.,they defended themselves in court,they are under court,60.0,57.58
P-087_Ref_142.wav,They prepared themselves for the exam.,They prepared themselves for the exam.,they prepared themselves for the exam,they prepared themselves for the exam,0.0,0.0
P-087_Ref_151.wav,The birds called to each other.,The birds called to each other.,the birds called to each other,the birds called to each other,0.0,0.0
P-087_Simple_19.wav,"If it rains a lot, the plants will grow better.","If it rains a lot, the plants will grow better.",if it rains a lot the plants will grow better,if it rains a lot the plants will grow better,0.0,0.0
P-087_Simple_3.wav,That house is big.,That house is big.,that house is big,that house is big,0.0,0.0
P-087_Simple_6.wav,I have a headache.,I have a headache.,i have a headache,i have a headache,0.0,0.0
P-087_Simple_8b.wav,He (not here) met a new teacher at school.,He (not here) met a new teacher at school.,he not here met a new teacher at school,he not here met a new teacher at school,0.0,0.0
P-087_Simple_9.wav,It is raining.,It is raining.,it is raining,it is raining,0.0,0.0
P-087_TAM_67.wav,I fell down when she pushed me.,I fell down when she pushed me.,i fell down when she pushed me,i fell down when she pushed me,0.0,0.0
P-087_TAM_68.wav,I walk to the field every day.,I walk to the field every day.,i walk to the field every day,i walk to the field every day,0.0,0.0
P-087_TAM_76.wav,You walked to town yesterday.,We walked to the town yesterday.,you walked to town yesterday,we walked to the town yesterday,40.0,25.0
P-087_TAM_83.wav,You should not walk at night.,You should not walk at night.,you should not walk at night,you should not walk at night,0.0,0.0
P-087_TAM_85.wav,I was not walking when you called me.,I was not walking when you called me.,i was not walking when you called me,i was not walking when you called me,0.0,0.0
P-089_Case_34.wav,She loves me.,She loves me.,she loves me,she loves me,0.0,0.0
P-089_Cls_188.wav,This is a wooden door.,This is a wooden door.,this is a wooden door,this is a wooden door,0.0,0.0
P-089_Neg_96.wav,He cannot sing.,He cannot sing.,he cannot sing,he cannot sing,0.0,0.0
P-089_Neg_97.wav,You may not go now.,You may not go now.,you may not go now,you may not go now,0.0,0.0
P-089_Neg_99.wav,You must not move now.,You must not move now.,you must not move now,you must not move now,0.0,0.0
P-089_Simple_10.wav,Today is Monday.,Today is Monday.,today is monday,today is monday,0.0,0.0
P-089_Simple_4.wav,I am Ali.,I am Ali.,i am ali,i am ali,0.0,0.0
P-089_Simple_7a.wav,She (right here) saw a man.,She (right here) saw a man.,she right here saw a man,she right here saw a man,0.0,0.0
P-089_Simple_8a.wav,He (right here) met a new teacher at school.,He (right here) met a new teacher at school.,he right here met a new teacher at school,he right here met a new teacher at school,0.0,0.0
P-091_Case_31.wav,He (not here) kicked the ball.,He (right here) kicked the ball.,he not here kicked the ball,he right here kicked the ball,16.67,14.81
P-091_Case_35.wav,Ayesha loves her.,Ayesha loves her.,ayesha loves her,ayesha loves her,0.0,0.0
P-091_Case_40.wav,Father bought a toy for his son.,The parents made the boy study.,father bought a toy for his son,the parents made the boy study,100.0,70.97
P-091_Case_43.wav,She gave bread to the child.,She gave bread to the child.,she gave bread to the child,she gave bread to the child,0.0,0.0
P-091_Case_53.wav,Leaves are falling down from the tree.,The gifts were given to the children.,leaves are falling down from the tree,the gifts were given to the children,85.71,72.97
P-091_Case_57.wav,Last year it had rained in October.,"Last October, there were no rains.",last year it had rained in october,last october there were no rains,85.71,70.59
P-091_Case_60.wav,He came with his friend.,He (not here) came with his friend.,he came with his friend,he not here came with his friend,40.0,39.13
P-091_Case_63.wav,The children came from the river.,The children came from the river.,the children came from the river,the children came from the river,0.0,0.0
P-091_Neg_100.wav,I didn’t eat yesterday.,I saw a boy yesterday.,i didn’t eat yesterday,i saw a boy yesterday,75.0,40.91
P-091_Neg_95.wav,There is no water in the river.,There is no water in the river.,there is no water in the river,there is no water in the river,0.0,0.0
P-091_Pas_438.wav,The food was cooked.,The food was cooked.,the food was cooked,the food was cooked,0.0,0.0
P-091_Pas_441.wav,The house was built by them.,They (not here) are housewives.,the house was built by them,they not here are housewives,100.0,81.48
P-091_Pas_446.wav,The glass was broken.,The glass is broken.,the glass was broken,the glass is broken,25.0,10.0
P-091_Simple_10.wav,Today is Monday.,Today is Monday.,today is monday,today is monday,0.0,0.0
P-091_Simple_13a.wav,She (right here) said that the woman is sleeping on the floor.,She (right here) said that the woman is sleeping on the floor.,she right here said that the woman is sleeping on the floor,she right here said that the woman is sleeping on the floor,0.0,0.0
P-091_Simple_13b.wav,She (not here) said that the woman is sleeping on the floor.,She (not here) said that the woman is sleeping on the floor.,she not here said that the woman is sleeping on the floor,she not here said that the woman is sleeping on the floor,0.0,0.0
P-091_Simple_25.wav,He (right here) will study after he reaches home.,He (right here) will study after he reaches home.,he right here will study after he reaches home,he right here will study after he reaches home,0.0,0.0
P-091_Simple_5a.wav,Her (right here) name is Fatima.,Her (right here) name is Fatima.,her right here name is fatima,her right here name is fatima,0.0,0.0
P-091_Simple_8a.wav,He (right here) met a new teacher at school.,He (right here) met a new teacher at school.,he right here met a new teacher at school,he right here met a new teacher at school,0.0,0.0
P-091_TAM_66.wav,I was walking.,I was walking.,i was walking,i was walking,0.0,0.0
P-091_TAM_74.wav,We could walk anywhere.,We will walk later.,we could walk anywhere,we will walk later,50.0,45.45
P-091_TAM_75.wav,You walk to school daily.,You walk to school daily.,you walk to school daily,you walk to school daily,0.0,0.0
P-091_TAM_76.wav,You walked to town yesterday.,We walked to the town yesterday.,you walked to town yesterday,we walked to the town yesterday,40.0,25.0
P-091_TAM_77.wav,She goes to the market daily.,She goes to the market daily.,she goes to the market daily,she goes to the market daily,0.0,0.0
P-091_TAM_83.wav,You should not walk at night.,You should not walk at night.,you should not walk at night,you should not walk at night,0.0,0.0
P-091_TAM_84.wav,We will be walking when you arrive.,"If we could walk, we would be more comfortable.",we will be walking when you arrive,if we could walk we would be more comfortable,114.29,88.24
P-097_Case_39.wav,Ahmed gave a flower to his wife.,Ahmed gave a flower to his wife.,ahmed gave a flower to his wife,ahmed gave a flower to his wife,0.0,0.0
P-097_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,father bought a toy for his son,father bought a toy for his son,0.0,0.0
P-097_Case_43.wav,She gave bread to the child.,She gave bread to the child.,she gave bread to the child,she gave bread to the child,0.0,0.0
P-097_Case_44.wav,He cut the tree with an axe.,He cut the tree with an axe.,he cut the tree with an axe,he cut the tree with an axe,0.0,0.0
P-097_Case_45.wav,She wrote with a pen.,She wrote with a pen.,she wrote with a pen,she wrote with a pen,0.0,0.0
P-097_Case_48.wav,He wrote the letter with a pen.,He wrote the letter with a pen.,he wrote the letter with a pen,he wrote the letter with a pen,0.0,0.0
P-097_Case_49.wav,She broke the nut with a stone.,She broke the nut with a stone.,she broke the nut with a stone,she broke the nut with a stone,0.0,0.0
P-097_Case_50.wav,We washed the clothes with soap.,We washed the clothes with soap.,we washed the clothes with soap,we washed the clothes with soap,0.0,0.0
P-097_Case_52.wav,Fatima lives in Pakistan.,Fatima lives in Pakistan.,fatima lives in pakistan,fatima lives in pakistan,0.0,0.0
P-097_Case_59.wav,I will play with my brother.,I will play with my brother.,i will play with my brother,i will play with my brother,0.0,0.0
P-097_Case_63.wav,The children came from the river.,The children came from the river.,the children came from the river,the children came from the river,0.0,0.0
P-097_Simple_11.wav,We cooked rice in the morning.,We cooked rice in the morning.,we cooked rice in the morning,we cooked rice in the morning,0.0,0.0
P-097_Simple_12b.wav,He (not here) saw that they are playing with a stone.,He (not here) saw that they are playing with a stone.,he not here saw that they are playing with a stone,he not here saw that they are playing with a stone,0.0,0.0
P-097_Simple_15.wav,I know that tomorrow is a holiday.,I know that tomorrow is a holiday.,i know that tomorrow is a holiday,i know that tomorrow is a holiday,0.0,0.0
P-097_Simple_2.wav,The monkey is on the tree.,The monkey is on the tree.,the monkey is on the tree,the monkey is on the tree,0.0,0.0
P-097_Simple_21a.wav,She (right here) wanted to sleep early.,She (right here) wanted to sleep early.,she right here wanted to sleep early,she right here wanted to sleep early,0.0,0.0
P-097_Simple_23a.wav,They (right here) are eating because they are hungry.,They (right here) are eating because they are hungry.,they right here are eating because they are hungry,they right here are eating because they are hungry,0.0,0.0
P-097_Simple_26.wav,I told him (not here) that she is my sister.,I told him (not here) that she is my sister.,i told him not here that she is my sister,i told him not here that she is my sister,0.0,0.0
P-097_Simple_5b.wav,Her (not here) name is Fatima.,Her (not here) name is Fatima.,her not here name is fatima,her not here name is fatima,0.0,0.0
P-099_Case_35.wav,Ayesha loves her.,Ayesha loves her.,ayesha loves her,ayesha loves her,0.0,0.0
P-099_Case_39.wav,Ahmed gave a flower to his wife.,Ahmed gave a flower to his wife.,ahmed gave a flower to his wife,ahmed gave a flower to his wife,0.0,0.0
P-099_Case_54.wav,He will go to Hunza tomorrow.,He will go to Hunza tomorrow.,he will go to hunza tomorrow,he will go to hunza tomorrow,0.0,0.0
